site,comp,rep,clone,core,age,rwidth,dens,year,mfa,moe,new.age
Waitarere Beach,47,1,159,x,10,7.3,445,2011,16.8,10.3,11
Waitarere Beach,47,1,159,a,1,7.875,382,2002,37.6,2.2,2
Waitarere Beach,47,1,159,a,2,14.775,354,2003,34.4,2.4,3
Waitarere Beach,47,1,159,a,3,23.525,366,2004,37.2,2.3,4
Waitarere Beach,47,1,159,a,4,24.2,390,2005,32.4,3,5
Waitarere Beach,47,1,159,a,5,18.625,432,2006,32.1,4,6
Waitarere Beach,47,1,159,a,6,19.875,412,2007,27.5,5.1,7
Waitarere Beach,47,1,159,a,7,13.4,462,2008,23.3,7.4,8
Waitarere Beach,47,1,159,a,8,8.85,447,2009,20.4,8.2,9
Waitarere Beach,47,1,159,a,9,9.55,428,2010,17.6,9,10
Waitarere Beach,47,1,159,a,10,6.15,437,2011,15.3,10.5,11
Waitarere Beach,47,1,162,x,1,27.675,432,2003,35.4,2.7,3
Waitarere Beach,47,1,162,x,2,25.5,414,2004,39,2.1,4
Waitarere Beach,47,1,162,x,3,25.825,421,2005,36.5,2.7,5
Waitarere Beach,47,1,162,x,4,23.3,466,2006,38.7,2.9,6
Waitarere Beach,47,1,162,x,5,23.225,398,2007,34.4,2.5,7
Waitarere Beach,47,1,162,x,6,12.925,431,2008,28.5,5.2,8
Waitarere Beach,47,1,162,x,7,9.825,446,2009,24,7.2,9
Waitarere Beach,47,1,162,x,8,10.225,443,2010,20.5,8.3,10
Waitarere Beach,47,1,162,x,9,6.575,470,2011,16.6,11.2,11
Waitarere Beach,47,1,162,a,1,2.65,429,2002,36.1,2.1,2
Waitarere Beach,47,1,162,a,2,17.35,379,2003,34.5,2.3,3
Waitarere Beach,47,1,162,a,3,24.05,383,2004,42.1,1.9,4
Waitarere Beach,47,1,162,a,4,22.9,410,2005,35.4,3,5
Waitarere Beach,47,1,162,a,5,17.875,410,2006,30.1,3.2,6
Waitarere Beach,47,1,162,a,6,15.5,387,2007,31,3.5,7
Waitarere Beach,47,1,162,a,7,10.925,431,2008,27.6,5.5,8
Waitarere Beach,47,1,162,a,8,7.95,421,2009,23.4,6.8,9
Waitarere Beach,47,1,162,a,9,7.9,458,2010,19.9,8.7,10
Waitarere Beach,47,1,162,a,10,5.7,463,2011,17.3,11.4,11
Waitarere Beach,47,1,166,x,1,10.3,419,2003,31.6,3.3,3
Waitarere Beach,47,1,166,x,2,20.2,377,2004,37.9,2.1,4
Waitarere Beach,47,1,166,x,3,29.9,397,2005,40.6,2.1,5
Waitarere Beach,47,1,166,x,4,25.9,436,2006,32.5,3.6,6
Waitarere Beach,47,1,166,x,5,26.85,423,2007,29,4.4,7
Waitarere Beach,47,1,166,x,6,21.15,442,2008,25.8,5.7,8
Waitarere Beach,47,1,166,x,7,18.85,444,2009,23.5,6.7,9
Waitarere Beach,47,1,166,x,8,13.85,433,2010,21.2,7.5,10
Waitarere Beach,47,1,166,x,9,9.1,437,2011,19.8,8.7,11
Waitarere Beach,47,1,166,a,1,9.2,407,2003,32.5,2.9,3
Waitarere Beach,47,1,166,a,2,16.15,414,2004,34.9,2.5,4
Waitarere Beach,47,1,166,a,3,24.35,384,2005,36.2,2.5,5
Waitarere Beach,47,1,166,a,4,28.35,423,2006,33.5,3.4,6
Waitarere Beach,47,1,166,a,5,24.125,425,2007,29.6,4.3,7
Waitarere Beach,47,1,166,a,6,18.525,466,2008,26.2,5.9,8
Waitarere Beach,47,1,166,a,7,15.75,427,2009,25.3,5.5,9
Waitarere Beach,47,1,166,a,8,14.075,427,2010,24.5,5.8,10
Waitarere Beach,47,1,166,a,9,9.375,452,2011,23.6,7.2,11
Waitarere Beach,47,1,174,x,1,1.775,528,2003,41.6,2.7,3
Waitarere Beach,47,1,174,x,2,11.1,429,2004,37.5,2.9,4
Waitarere Beach,47,1,174,x,3,19.625,387,2005,34.4,3.5,5
Waitarere Beach,47,1,174,x,4,19.825,432,2006,30.3,4.6,6
Waitarere Beach,47,1,174,x,5,18.575,440,2007,30.1,4.7,7
Waitarere Beach,47,1,174,x,6,11,461,2008,28.7,5.7,8
Waitarere Beach,47,1,174,x,7,10,472,2009,25.5,7.1,9
Waitarere Beach,47,1,174,x,8,9.45,502,2010,21.3,9.2,10
Waitarere Beach,47,1,174,x,9,6.1,535,2011,17,13,11
Waitarere Beach,47,1,174,a,1,4.2,343,2003,40.6,1.9,3
Waitarere Beach,47,1,174,a,2,8.35,369,2004,33.9,3.1,4
Waitarere Beach,47,1,174,a,3,16.775,387,2005,33.1,3.5,5
Waitarere Beach,47,1,174,a,4,17.95,391,2006,29.1,4.4,6
Waitarere Beach,47,1,174,a,5,20.125,419,2007,27.4,5.3,7
Waitarere Beach,47,1,174,a,6,11.05,450,2008,24.2,7.1,8
Waitarere Beach,47,1,174,a,7,8.95,468,2009,21.8,8.1,9
Waitarere Beach,47,1,174,a,8,8.1,492,2010,19.5,9.9,10
Waitarere Beach,47,1,174,a,9,5.525,512,2011,16.2,12.8,11
Waitarere Beach,47,1,187,x,1,11.55,437,2003,38.3,2.6,3
Waitarere Beach,47,1,187,x,2,20.025,475,2004,37.9,2.5,4
Waitarere Beach,47,1,187,x,3,23.575,415,2005,29.8,3.4,5
Waitarere Beach,47,1,187,x,4,26.025,431,2006,30.3,3.4,6
Waitarere Beach,47,1,187,x,5,21.7,439,2007,29.8,4.1,7
Waitarere Beach,47,1,187,x,6,13.25,458,2008,28.4,4.7,8
Waitarere Beach,47,1,187,x,7,9.475,458,2009,26.1,5.7,9
Waitarere Beach,47,1,187,x,8,8.85,466,2010,24.2,7,10
Waitarere Beach,47,1,187,x,9,5.8,447,2011,22.8,7.8,11
Waitarere Beach,47,1,187,a,1,10.35,468,2003,39.3,2.2,3
Waitarere Beach,47,1,187,a,2,16.325,415,2004,36.5,2.7,4
Waitarere Beach,47,1,187,a,3,18.25,404,2005,35.7,3.4,5
Waitarere Beach,47,1,187,a,4,17.85,444,2006,31.7,4.8,6
Waitarere Beach,47,1,187,a,5,17.45,447,2007,29.5,5.4,7
Waitarere Beach,47,1,187,a,6,12.3,474,2008,26.8,6.4,8
Waitarere Beach,47,1,187,a,7,10,455,2009,26,6.8,9
Waitarere Beach,47,1,187,a,8,11.125,484,2010,24.7,7.2,10
Waitarere Beach,47,1,187,a,9,7.35,527,2011,24.7,7.7,11
Waitarere Beach,47,1,236,x,1,15.25,452,2003,34.6,3.7,3
Waitarere Beach,47,1,236,x,2,14.85,424,2004,37.7,2.9,4
Waitarere Beach,47,1,236,x,3,38.75,476,2005,33.3,3.8,5
Waitarere Beach,47,1,236,x,4,20.425,545,2006,31.7,5.2,6
Waitarere Beach,47,1,236,x,5,20.125,477,2007,29.6,4.9,7
Waitarere Beach,47,1,236,x,6,13.05,518,2008,27.7,6.4,8
Waitarere Beach,47,1,236,x,7,10.225,504,2009,24.6,7.6,9
Waitarere Beach,47,1,236,x,8,10.075,495,2010,23.2,8.1,10
Waitarere Beach,47,1,236,x,9,6.725,546,2011,20.1,10.7,11
Waitarere Beach,47,1,236,a,1,16.2,444,2003,36.2,3.9,3
Waitarere Beach,47,1,236,a,2,24.475,437,2004,40.1,3.4,4
Waitarere Beach,47,1,236,a,3,19.35,463,2005,35.3,3.9,5
Waitarere Beach,47,1,236,a,4,20.05,452,2006,31.5,4.8,6
Waitarere Beach,47,1,236,a,5,17.5,453,2007,30.2,5.1,7
Waitarere Beach,47,1,236,a,6,10.025,508,2008,24.5,8.1,8
Waitarere Beach,47,1,236,a,7,8.275,513,2009,20.5,9.8,9
Waitarere Beach,47,1,236,a,8,10.725,507,2010,20.2,9.9,10
Waitarere Beach,47,1,236,a,9,8.025,550,2011,17.5,12.5,11
Waitarere Beach,47,1,323,x,1,8.55,424,2003,30.2,3.6,3
Waitarere Beach,47,1,323,x,2,19.55,412,2004,31.6,3.7,4
Waitarere Beach,47,1,323,x,3,20.65,396,2005,30,3.9,5
Waitarere Beach,47,1,323,x,4,20.7,426,2006,29.7,4.3,6
Waitarere Beach,47,1,323,x,5,22.475,467,2007,28.4,5.4,7
Waitarere Beach,47,1,323,x,6,14.625,493,2008,24.7,7.6,8
Waitarere Beach,47,1,323,x,7,12.175,484,2009,22.4,8.2,9
Waitarere Beach,47,1,323,x,8,9.925,510,2010,19.9,9.7,10
Waitarere Beach,47,1,323,x,9,8.3,509,2011,18,10.9,11
Waitarere Beach,47,1,323,a,1,8.675,412,2003,30.9,3.7,3
Waitarere Beach,47,1,323,a,2,19.375,403,2004,28.8,4.1,4
Waitarere Beach,47,1,323,a,3,16.075,422,2005,27.7,5,5
Waitarere Beach,47,1,323,a,4,15.75,450,2006,25.5,6.5,6
Waitarere Beach,47,1,323,a,5,16.475,458,2007,23.5,7.3,7
Waitarere Beach,47,1,323,a,6,10.575,515,2008,20.3,9.9,8
Waitarere Beach,47,1,323,a,7,8.45,473,2009,17.2,10.6,9
Waitarere Beach,47,1,323,a,8,7.45,513,2010,15.4,12,10
Waitarere Beach,47,1,323,a,9,5.45,528,2011,15.4,13.3,11
Waitarere Beach,47,1,465,x,1,6.2,426,2002,41.9,1.7,2
Waitarere Beach,47,1,465,x,2,16.325,423,2003,37.5,2.7,3
Waitarere Beach,47,1,465,x,3,24.275,415,2004,36.1,3.5,4
Waitarere Beach,47,1,465,x,4,24,478,2005,31.9,5.4,5
Waitarere Beach,47,1,465,x,5,18.775,480,2006,25.8,6.9,6
Waitarere Beach,47,1,465,x,6,21.65,463,2007,29.3,5.3,7
Waitarere Beach,47,1,465,x,7,15.825,486,2008,25.8,7,8
Waitarere Beach,47,1,465,x,8,12.35,442,2009,22.9,7.4,9
Waitarere Beach,47,1,465,x,9,10.75,484,2010,20.6,9,10
Waitarere Beach,47,1,465,x,10,8.55,468,2011,18.2,10.3,11
Waitarere Beach,47,1,465,a,1,6.075,378,2002,37.9,1.5,2
Waitarere Beach,47,1,465,a,2,17.425,408,2003,32.3,3.3,3
Waitarere Beach,47,1,465,a,3,23.425,405,2004,32.2,3.8,4
Waitarere Beach,47,1,465,a,4,23.225,465,2005,29,5.7,5
Waitarere Beach,47,1,465,a,5,18.025,469,2006,27.7,6,6
Waitarere Beach,47,1,465,a,6,22.125,469,2007,28.2,6.1,7
Waitarere Beach,47,1,465,a,7,20.05,464,2008,24.5,7.4,8
Waitarere Beach,47,1,465,a,8,13.2,452,2009,23.6,7.6,9
Waitarere Beach,47,1,465,a,9,11.475,474,2010,20.6,9.4,10
Waitarere Beach,47,1,465,a,10,11.8,503,2011,17.1,11.7,11
Waitarere Beach,47,1,486,x,1,2.225,421,2002,38.7,1.8,2
Waitarere Beach,47,1,486,x,2,14.55,433,2003,34.6,2.7,3
Waitarere Beach,47,1,486,x,3,24.95,417,2004,37.9,2.3,4
Waitarere Beach,47,1,486,x,4,23.65,442,2005,37.7,2.8,5
Waitarere Beach,47,1,486,x,5,22,453,2006,34.6,3.4,6
Waitarere Beach,47,1,486,x,6,19.9,442,2007,29.6,4.3,7
Waitarere Beach,47,1,486,x,7,12.7,491,2008,25.5,6.9,8
Waitarere Beach,47,1,486,x,8,12.05,473,2009,23.2,7.5,9
Waitarere Beach,47,1,486,x,9,11.775,472,2010,22.7,7.6,10
Waitarere Beach,47,1,486,x,10,8.575,498,2011,20,9.4,11
Waitarere Beach,47,1,486,a,1,1.525,437,2002,42,1.5,2
Waitarere Beach,47,1,486,a,2,12.25,406,2003,35.3,2.9,3
Waitarere Beach,47,1,486,a,3,24.925,402,2004,38.5,2.7,4
Waitarere Beach,47,1,486,a,4,20.675,434,2005,35.2,3.5,5
Waitarere Beach,47,1,486,a,5,17.375,456,2006,28.5,4.6,6
Waitarere Beach,47,1,486,a,6,13.45,438,2007,27.1,5.6,7
Waitarere Beach,47,1,486,a,7,10.8,483,2008,24,7.5,8
Waitarere Beach,47,1,486,a,8,8.975,445,2009,20.6,7.9,9
Waitarere Beach,47,1,486,a,9,6.975,466,2010,17,10.4,10
Waitarere Beach,47,1,486,a,10,4.525,494,2011,14.6,12.6,11
Waitarere Beach,47,1,495,x,1,12.4,395,2003,32.6,3,3
Waitarere Beach,47,1,495,x,2,23.65,386,2004,36.3,2.5,4
Waitarere Beach,47,1,495,x,3,24.325,384,2005,36.9,2.2,5
Waitarere Beach,47,1,495,x,4,20.35,418,2006,33.9,3.1,6
Waitarere Beach,47,1,495,x,5,19.375,423,2007,31.6,3.6,7
Waitarere Beach,47,1,495,x,6,12.2,516,2008,26.2,6.9,8
Waitarere Beach,47,1,495,x,7,10.75,466,2009,24.6,6.8,9
Waitarere Beach,47,1,495,x,8,8.5,513,2010,21,9.4,10
Waitarere Beach,47,1,495,x,9,7.775,548,2011,18.1,12.4,11
Waitarere Beach,47,1,495,a,1,12.45,428,2003,32,3.3,3
Waitarere Beach,47,1,495,a,2,22.525,400,2004,37.5,2.7,4
Waitarere Beach,47,1,495,a,3,20,418,2005,35.4,3.3,5
Waitarere Beach,47,1,495,a,4,19.975,450,2006,34.8,3.4,6
Waitarere Beach,47,1,495,a,5,17.975,414,2007,30.2,4.5,7
Waitarere Beach,47,1,495,a,6,8.225,458,2008,26.6,6.8,8
Waitarere Beach,47,1,495,a,7,8.475,505,2009,23.4,8.4,9
Waitarere Beach,47,1,495,a,8,7.975,499,2010,18.6,10.2,10
Waitarere Beach,47,1,495,a,9,4.675,528,2011,18.7,11.6,11
Waitarere Beach,47,2,126,x,1,4.125,439,2002,40.1,2.6,2
Waitarere Beach,47,2,126,x,2,16.275,442,2003,33.6,3.7,3
Waitarere Beach,47,2,126,x,3,24.025,407,2004,39.8,2.2,4
Waitarere Beach,47,2,126,x,4,19.95,468,2005,34.7,3.4,5
Waitarere Beach,47,2,126,x,5,16.5,478,2006,33.3,3.7,6
Waitarere Beach,47,2,126,x,6,16.125,442,2007,31,4.2,7
Waitarere Beach,47,2,126,x,7,11.675,489,2008,28.7,6.2,8
Waitarere Beach,47,2,126,x,8,9.65,471,2009,27.1,6.6,9
Waitarere Beach,47,2,126,x,9,8.775,507,2010,24.4,8.2,10
Waitarere Beach,47,2,126,x,10,6.35,540,2011,21.3,10.8,11
Waitarere Beach,47,2,126,a,1,3.5,413,2002,36.3,2.1,2
Waitarere Beach,47,2,126,a,2,15.15,455,2003,29.7,3.9,3
Waitarere Beach,47,2,126,a,3,25,426,2004,35.5,2.3,4
Waitarere Beach,47,2,126,a,4,19.075,450,2005,32.6,3.1,5
Waitarere Beach,47,2,126,a,5,17.1,473,2006,36.2,2.9,6
Waitarere Beach,47,2,126,a,6,12.425,416,2007,27,3.8,7
Waitarere Beach,47,2,126,a,7,10.45,476,2008,26.1,6,8
Waitarere Beach,47,2,126,a,8,9.45,491,2009,24.2,7.6,9
Waitarere Beach,47,2,126,a,9,7.75,489,2010,22.9,8.6,10
Waitarere Beach,47,2,126,a,10,4.625,454,2011,21.2,8.8,11
Waitarere Beach,47,2,158,x,1,14.275,473,2003,32.4,4,3
Waitarere Beach,47,2,158,x,2,23.9,408,2004,29.8,3.7,4
Waitarere Beach,47,2,158,x,3,22.7,415,2005,27,4.7,5
Waitarere Beach,47,2,158,x,4,21.725,479,2006,31.5,4.5,6
Waitarere Beach,47,2,158,x,5,20.3,461,2007,30.5,4.8,7
Waitarere Beach,47,2,158,x,6,13.225,480,2008,20.5,8.7,8
Waitarere Beach,47,2,158,x,7,9.375,499,2009,15.4,11.8,9
Waitarere Beach,47,2,158,x,8,8.8,500,2010,15,11.4,10
Waitarere Beach,47,2,158,x,9,7.75,519,2011,15.2,12.9,11
Waitarere Beach,47,2,158,a,1,15.8,468,2003,34.7,3.8,3
Waitarere Beach,47,2,158,a,2,25.55,440,2004,36.2,3.2,4
Waitarere Beach,47,2,158,a,3,28.3,462,2005,33.7,3.5,5
Waitarere Beach,47,2,158,a,4,27.3,499,2006,32.9,3.9,6
Waitarere Beach,47,2,158,a,5,26.475,455,2007,30.2,4.2,7
Waitarere Beach,47,2,158,a,6,13.575,465,2008,24.4,7.2,8
Waitarere Beach,47,2,158,a,7,10.05,497,2009,19.1,9.9,9
Waitarere Beach,47,2,158,a,8,10.125,489,2010,17.6,10.2,10
Waitarere Beach,47,2,158,a,9,7.075,504,2011,16.4,11.7,11
Waitarere Beach,47,2,158,v,1,8.15,411,2002,33.6,3.4,2
Waitarere Beach,47,2,158,v,2,6.975,441,2003,36.6,3.7,3
Waitarere Beach,47,2,158,v,3,25.2,397,2004,31.5,3.4,4
Waitarere Beach,47,2,158,v,4,23.825,411,2005,28.7,4.6,5
Waitarere Beach,47,2,158,v,5,25.525,419,2006,27.7,5,6
Waitarere Beach,47,2,158,v,6,22.475,427,2007,24.4,6.2,7
Waitarere Beach,47,2,158,v,7,14.8,484,2008,18.8,9.5,8
Waitarere Beach,47,2,158,v,8,12.65,488,2009,17.3,10.2,9
Waitarere Beach,47,2,158,v,9,11.3,472,2010,16.3,10.7,10
Waitarere Beach,47,2,158,v,10,8.65,484,2011,14.9,12,11
Waitarere Beach,47,2,158,b,1,5.275,399,2002,38.4,2.8,2
Waitarere Beach,47,2,158,b,2,8.225,454,2003,33.3,3.9,3
Waitarere Beach,47,2,158,b,3,24.85,421,2004,33.3,3.2,4
Waitarere Beach,47,2,158,b,4,28.5,447,2005,31.2,3.8,5
Waitarere Beach,47,2,158,b,5,26.8,483,2006,32,3.8,6
Waitarere Beach,47,2,158,b,6,27.05,481,2007,30.3,3.8,7
Waitarere Beach,47,2,158,b,7,14.525,486,2008,24,7.5,8
Waitarere Beach,47,2,158,b,8,13.05,499,2009,20.3,8.8,9
Waitarere Beach,47,2,158,b,9,9.65,502,2010,18.1,10,10
Waitarere Beach,47,2,158,b,10,8.15,531,2011,16.3,12.3,11
Waitarere Beach,47,2,162,x,1,9.3,558,2003,30.1,4,3
Waitarere Beach,47,2,162,x,2,22.825,377,2004,30.4,2.8,4
Waitarere Beach,47,2,162,x,3,24.45,395,2005,30.4,3.7,5
Waitarere Beach,47,2,162,x,4,20.3,439,2006,31.4,3.8,6
Waitarere Beach,47,2,162,x,5,22.275,414,2007,28.6,4.2,7
Waitarere Beach,47,2,162,x,6,19,431,2008,27.2,5.5,8
Waitarere Beach,47,2,162,x,7,13.825,405,2009,25.4,5.7,9
Waitarere Beach,47,2,162,x,8,12,420,2010,23.6,6.7,10
Waitarere Beach,47,2,162,x,9,11.05,464,2011,21.4,8.5,11
Waitarere Beach,47,2,162,a,1,9.4,454,2003,36.6,3.2,3
Waitarere Beach,47,2,162,a,2,24.775,411,2004,37,2.9,4
Waitarere Beach,47,2,162,a,3,27.675,413,2005,38.3,3.2,5
Waitarere Beach,47,2,162,a,4,22.85,412,2006,36.9,2.9,6
Waitarere Beach,47,2,162,a,5,25.7,425,2007,36.3,3.4,7
Waitarere Beach,47,2,162,a,6,20.125,433,2008,32.2,4.5,8
Waitarere Beach,47,2,162,a,7,13.375,434,2009,28.3,5.2,9
Waitarere Beach,47,2,162,a,8,16.675,458,2010,26,6.7,10
Waitarere Beach,47,2,162,a,9,12.825,449,2011,23.1,7.9,11
Waitarere Beach,47,2,166,x,1,2.4,366,2002,34.5,3,2
Waitarere Beach,47,2,166,x,2,4.9,369,2003,38.6,2.6,3
Waitarere Beach,47,2,166,x,3,18.775,348,2004,36.3,2.9,4
Waitarere Beach,47,2,166,x,4,20.55,384,2005,30.9,4.2,5
Waitarere Beach,47,2,166,x,5,21.425,423,2006,26.1,5.9,6
Waitarere Beach,47,2,166,x,6,16.425,441,2007,21.9,7.7,7
Waitarere Beach,47,2,166,x,7,15.925,469,2008,20.1,8.8,8
Waitarere Beach,47,2,166,x,8,13.125,433,2009,19.5,8.2,9
Waitarere Beach,47,2,166,x,9,11.3,436,2010,18.4,8.8,10
Waitarere Beach,47,2,166,x,10,9.275,502,2011,16,11.9,11
Waitarere Beach,47,2,166,a,1,0.925,383,2002,28.5,3.3,2
Waitarere Beach,47,2,166,a,2,8.7,368,2003,30.5,2.9,3
Waitarere Beach,47,2,166,a,3,18.975,348,2004,31.6,2.6,4
Waitarere Beach,47,2,166,a,4,22.775,401,2005,28.4,4.3,5
Waitarere Beach,47,2,166,a,5,22.7,434,2006,26.7,5.2,6
Waitarere Beach,47,2,166,a,6,22.775,428,2007,25.7,5.4,7
Waitarere Beach,47,2,166,a,7,16.2,454,2008,23,7.2,8
Waitarere Beach,47,2,166,a,8,12.85,451,2009,21.2,8,9
Waitarere Beach,47,2,166,a,9,13.65,454,2010,19.9,8.6,10
Waitarere Beach,47,2,166,a,10,9.175,477,2011,17.7,10.7,11
Waitarere Beach,47,2,174,x,1,3.975,384,2002,33.9,2,2
Waitarere Beach,47,2,174,x,2,11.875,470,2003,32.6,3,3
Waitarere Beach,47,2,174,x,3,24.375,493,2004,37.9,2.6,4
Waitarere Beach,47,2,174,x,4,24.175,469,2005,31.7,4,5
Waitarere Beach,47,2,174,x,5,23.75,456,2006,32,4,6
Waitarere Beach,47,2,174,x,6,20.975,460,2007,32.1,4,7
Waitarere Beach,47,2,174,x,7,14.075,503,2008,29.6,5.9,8
Waitarere Beach,47,2,174,x,8,12.05,488,2009,28.2,6.1,9
Waitarere Beach,47,2,174,x,9,9,468,2010,25.4,7.1,10
Waitarere Beach,47,2,174,x,10,7.075,490,2011,20.7,9.5,11
Waitarere Beach,47,2,174,a,1,3.55,380,2002,40.9,2.2,2
Waitarere Beach,47,2,174,a,2,10.15,391,2003,30.2,3.4,3
Waitarere Beach,47,2,174,a,3,20.625,431,2004,30.5,3.1,4
Waitarere Beach,47,2,174,a,4,19.65,426,2005,31.6,3.8,5
Waitarere Beach,47,2,174,a,5,23.675,444,2006,29.5,4.5,6
Waitarere Beach,47,2,174,a,6,22.025,485,2007,27.3,6,7
Waitarere Beach,47,2,174,a,7,18.45,484,2008,25.1,7.1,8
Waitarere Beach,47,2,174,a,8,16.825,488,2009,23.2,8,9
Waitarere Beach,47,2,174,a,9,12.25,475,2010,21.6,8.4,10
Waitarere Beach,47,2,174,a,10,9.9,508,2011,17.1,11.6,11
Waitarere Beach,47,2,187,x,1,2.05,395,2002,36.8,2.1,2
Waitarere Beach,47,2,187,x,2,7.8,410,2003,32,3,3
Waitarere Beach,47,2,187,x,3,21.775,410,2004,33.1,3.4,4
Waitarere Beach,47,2,187,x,4,22.175,428,2005,31.8,4,5
Waitarere Beach,47,2,187,x,5,20.375,430,2006,31.8,4,6
Waitarere Beach,47,2,187,x,6,22.625,431,2007,29.8,4.5,7
Waitarere Beach,47,2,187,x,7,18.25,468,2008,27.6,6.2,8
Waitarere Beach,47,2,187,x,8,13.4,437,2009,25.1,6.7,9
Waitarere Beach,47,2,187,x,9,7.725,476,2010,20.6,9.4,10
Waitarere Beach,47,2,187,x,10,7.05,510,2011,16.7,12.6,11
Waitarere Beach,47,2,187,a,1,1.525,410,2002,31.8,2.2,2
Waitarere Beach,47,2,187,a,2,8.775,402,2003,34.6,2.7,3
Waitarere Beach,47,2,187,a,3,22.3,396,2004,35.5,2.8,4
Waitarere Beach,47,2,187,a,4,23.15,403,2005,35.3,2.9,5
Waitarere Beach,47,2,187,a,5,23.4,442,2006,34.1,3.4,6
Waitarere Beach,47,2,187,a,6,23.275,448,2007,34.1,3.3,7
Waitarere Beach,47,2,187,a,7,15.05,460,2008,28.9,5.6,8
Waitarere Beach,47,2,187,a,8,10.425,437,2009,25.5,6.5,9
Waitarere Beach,47,2,187,a,9,8.025,460,2010,19.7,9.5,10
Waitarere Beach,47,2,187,a,10,7.55,510,2011,15.7,13.2,11
Waitarere Beach,47,2,231,x,1,5.55,483,2002,44.7,2.9,2
Waitarere Beach,47,2,231,x,2,19.4,408,2003,37.8,3.5,3
Waitarere Beach,47,2,231,x,3,29.375,464,2004,36.2,2.9,4
Waitarere Beach,47,2,231,x,4,22.575,467,2005,33.2,4,5
Waitarere Beach,47,2,231,x,5,20.875,492,2006,32.4,4.5,6
Waitarere Beach,47,2,231,x,6,24.7,493,2007,29.7,5.7,7
Waitarere Beach,47,2,231,x,7,13.625,518,2008,27.9,6.9,8
Waitarere Beach,47,2,231,x,8,13.225,527,2009,24.8,8.1,9
Waitarere Beach,47,2,231,x,9,14.925,542,2010,23.1,9.1,10
Waitarere Beach,47,2,231,x,10,8.325,554,2011,20.5,10.7,11
Waitarere Beach,47,2,231,a,1,5.25,469,2002,37.7,2.9,2
Waitarere Beach,47,2,231,a,2,17.075,434,2003,32.4,3.9,3
Waitarere Beach,47,2,231,a,3,23.725,454,2004,34.3,4,4
Waitarere Beach,47,2,231,a,4,23.55,453,2005,34.3,3.6,5
Waitarere Beach,47,2,231,a,5,19.85,476,2006,32.4,4.6,6
Waitarere Beach,47,2,231,a,6,22.325,466,2007,29.8,5.1,7
Waitarere Beach,47,2,231,a,7,15.15,521,2008,26,7.7,8
Waitarere Beach,47,2,231,a,8,12.825,504,2009,24,8.1,9
Waitarere Beach,47,2,231,a,9,11.775,506,2010,21,9.6,10
Waitarere Beach,47,2,231,a,10,8.2,529,2011,17.5,12.1,11
Waitarere Beach,47,2,234,x,1,21.725,453,2003,36.9,3.5,3
Waitarere Beach,47,2,234,x,2,23.45,448,2004,34.8,3.4,4
Waitarere Beach,47,2,234,x,3,24.75,449,2005,30.9,4.2,5
Waitarere Beach,47,2,234,x,4,22.825,479,2006,30.7,5.1,6
Waitarere Beach,47,2,234,x,5,30.3,502,2007,29.1,5.7,7
Waitarere Beach,47,2,234,x,6,18.05,554,2008,26.7,7.3,8
Waitarere Beach,47,2,234,x,7,13.2,524,2009,24.4,7.8,9
Waitarere Beach,47,2,234,x,8,8.85,558,2010,25,8.3,10
Waitarere Beach,47,2,234,x,9,7.4,572,2011,21.6,10.4,11
Waitarere Beach,47,2,234,a,1,20.675,418,2003,33.1,3.5,3
Waitarere Beach,47,2,234,a,2,20.475,430,2004,29.3,4,4
Waitarere Beach,47,2,234,a,3,17.975,427,2005,28.4,4.3,5
Waitarere Beach,47,2,234,a,4,18.9,472,2006,27.3,5.9,6
Waitarere Beach,47,2,234,a,5,29.375,475,2007,29.7,5.6,7
Waitarere Beach,47,2,234,a,6,18.5,520,2008,25.9,7.7,8
Waitarere Beach,47,2,234,a,7,13.3,495,2009,23.5,8,9
Waitarere Beach,47,2,234,a,8,9.45,542,2010,21.2,9.7,10
Waitarere Beach,47,2,234,a,9,8.875,584,2011,21.8,9.9,11
Waitarere Beach,47,2,236,x,1,6.925,408,2002,38.3,2.6,2
Waitarere Beach,47,2,236,x,2,17.075,440,2003,33.3,3.5,3
Waitarere Beach,47,2,236,x,3,23.9,402,2004,35.8,2.6,4
Waitarere Beach,47,2,236,x,4,24.725,430,2005,32.6,3.2,5
Waitarere Beach,47,2,236,x,5,21.5,458,2006,31.3,3.8,6
Waitarere Beach,47,2,236,x,6,21.2,480,2007,29.1,5.5,7
Waitarere Beach,47,2,236,x,7,14.575,514,2008,26.1,7.3,8
Waitarere Beach,47,2,236,x,8,12.575,499,2009,23.4,8.1,9
Waitarere Beach,47,2,236,x,9,14.25,503,2010,22.6,8.7,10
Waitarere Beach,47,2,236,x,10,12.325,582,2011,19.9,11.6,11
Waitarere Beach,47,2,236,a,1,8.225,466,2002,34.8,2.7,2
Waitarere Beach,47,2,236,a,2,16.5,414,2003,33,3.3,3
Waitarere Beach,47,2,236,a,3,20.1,378,2004,29.9,3.1,4
Waitarere Beach,47,2,236,a,4,18.9,398,2005,30.7,3.6,5
Waitarere Beach,47,2,236,a,5,15.95,461,2006,29.9,4.6,6
Waitarere Beach,47,2,236,a,6,14.525,458,2007,29.1,5.2,7
Waitarere Beach,47,2,236,a,7,11.775,497,2008,25,7.6,8
Waitarere Beach,47,2,236,a,8,12.9,467,2009,24.4,7.2,9
Waitarere Beach,47,2,236,a,9,13.525,500,2010,22.3,8.6,10
